question,label
청포도 그린티 에이드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
레몬 그린티 에이드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
초코 쿠앤크 스무디 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
밀크 쿠앤크 스무디 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블랙 밀크티 크러쉬 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
제주 그린티 스무디 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
더블 그린 카페라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
나이트로 바닐라 크림 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
나이트로 쇼콜라 클라우드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
나이트로 콜드 브루 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
돌체 콜드 브루 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
콜드 브루 몰트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
콜드 브루 플로트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블랙 글레이즈드 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
라벤더 카페 브레베 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
럼 샷 코르타도 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스타벅스 돌체 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
화이트 초콜릿 모카 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블론드 리스트레토 마키아또 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블론드 에스프레소 토닉 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
자바 칩 프라푸치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
바닐라 크림 프라푸치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
초콜릿 크림 프라푸치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
화이트 타이거 프라푸치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
디카페인 아포가토 블렌디드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
딸기 요거트 블렌디드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
망고 바나나 블렌디드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
익스트림 티 블렌디드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
자몽 셔벗 블렌디드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
쿨 라임 피지오 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
핑크 자몽 피지오 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
라임 패션 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
민트 블렌드 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 유스베리 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 차이 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
얼 그레이 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
잉글리쉬 브렉퍼스트 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
제주 유기 녹차 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
캐모마일 블렌드 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
히비스커스 블렌드 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
가드닝 블랙 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
가드닝 캐모마일 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
그린 티 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 얼그레이티 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
얼그레이 티 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
제주 말차샷 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
차이 티 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
시그니처 핫 초콜릿 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 시그니처 초콜릿 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 라임 플로터 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 오렌지 플로터 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
제주 까망 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
제주 쑥쑥 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
소시지 불고기 베이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
쫄깃 레드빈 브레드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
치킨 그랩 브레드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
제주 감귤 머핀 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
고소한 치즈 베이글 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
호두 크림치즈 베이글 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
미니 클래식 스콘 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
카카오 초콜릿 스콘 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
베이컨 치즈 데니쉬 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스위트 시나몬 브리오슈 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
초콜릿 롤링 크루아상 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
초콜릿 크런치 볼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
한라산 치즈 볼케이노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
리얼 피칸 타르트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
클라우드 초콜릿 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
구운 바나나 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
레드벨벳 크림치즈 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
마스카포네 티라미수 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
밀크티 초콜릿 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
바나나 피칸 파운드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
부드러운 생크림 카스텔라 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
애플 시나몬 크럼블 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
유자 담은 티라미수 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
크레이프 치즈 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
호두 당근 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
새콤한 레몬 타르트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
진한 초콜릿 타르트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
초콜릿 벨벳 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
베이컨 치즈 토스트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
쉬림프 로제 파스타 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
로스트 비프 샐러드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
로스트 치킨 샐러드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
베이컨 포테이토 샐러드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
브로콜리 에그 샐러드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
쉬림프 코코넛 샐러드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
그릴드 베지터블 파니니 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
단호박 에그 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
모짜렐라 베이컨 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
바질 치킨 바게트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
베이컨 과카몰리 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
에그 베이컨 파니니 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
에그 아보카도 파니니 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
치킨 루꼴라 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
치킨 아보카도앤치즈 파니니 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
탄두리 치킨 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
포크 커틀릿 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
햄 에그 크레페 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
햄앤루꼴라 올리브 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
햄앤치즈 에그 머핀 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
리저브 초콜릿 세트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
에스프레소 빈 초콜릿 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
먹물치즈 라이스 비스코티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블루베리 잼 쿠키 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스마일 쿠키 라즈베리 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스마일 쿠키 초콜릿 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
오트밀 레이즌 쿠키 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
유기농 바닐라 아이스크림 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
유기농 초콜릿 아이스크림 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
넛츠 바닐라 아포가토 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
넛츠 초콜릿 아포가토 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
시나몬 슈가 프레즐 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
할라피뇨 치즈 프레즐 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
시나몬 슈가 스틱 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아몬드 크림치즈 스틱 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
할라피뇨 치즈 핫도그 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블랙페퍼 치즈 핫도그 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
마일드 민트 레몬에이드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
핫살사 치즈 딥 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
핫 토마토 딥 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
버블 흑당 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
버블 흑당 콜드브루 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
이디야 콤부차 복숭아망고 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
이디야 콤부차 청포도레몬 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
버블 크림 밀크티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
버블 베리 밀크티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
버블 밀크티 쉐이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
버블 베리 쉐이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
콜드브루 화이트 비엔나 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
자몽 네이블 오렌지 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
토피 넛 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
어린잎 녹차 작설차 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
얼그레이 홍차 블랙티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
로즈 자스민 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
그린 애플 플랫치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
초코렛 칩 플랫치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
플레인 요거트 플랫치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블루베리 요거트 플랫치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
딸기 요거트 플랫치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
흑당 밀크티 빙수 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
딸기 치즈 빙수 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아포가토 스트로베리 쿠키 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
갈릭 치즈 브레드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
떠먹는 롤케이크 플레인 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
떠먹는 롤케익 초코 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
미니 코코 크런치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
데블스 초코 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
수플레 치즈 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
허니 카라멜 브레드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
메이플 넛 브레드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블루베리 치즈 스틱케익 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
플레인 치즈 스틱케익 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
초코렛 청크 쿠키 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
콤비네이션 피자 몬스터 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
프래그런트 나이트 쟈스민 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
잉글리쉬 브렉퍼스트 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
모로칸 민트 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 캐러멜 마키아토 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 더블카페 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
캐러멜 아이스 블렌디드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
헤이즐넛 아이스 블렌디드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
모카 아이스 블렌디드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
바닐라 아이스 블렌디드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
베리베리 아이스 블렌디드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
그린티 아이스 블렌디드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
콜드 브루 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스파클링 스웨디쉬 레몬 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 더블 초코렛 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블루베리 초코칩 스콘 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
초코 후르츠 머핀 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
크림 치즈 머핀 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
쌀 블루베리 베이글 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
햄 치즈 포카치아 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
시카고 치즈 케익 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
초콜릿 무스 케익 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
까망베르 치즈 타르트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
에그 베이컨 브리오쉬 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
얼그레이 초코 마카롱 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
바닐라 빈 마카롱 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
제주 청귤 스노우 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
오트밀 카라멜 스노우 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
오트밀 블루베리 스노우 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
코코넛 밀크 스노우 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
루이보스 아몬드 밀크티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
한라봉 스파클링 에이드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
크림 베리 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
망고 피치 빙수 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
망고 코코넛칩 빙수 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
밀크 베리 빙수 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
프리미엄 치킨 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
모짜렐라 치즈 포카치아 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
핑크 베리 토르테 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
큐브 달콤 브레드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
클래식 클럽 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
뉴욕 치즈 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스트로베리 요거트 드롭치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블루베리 요거트 드롭치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
제주 한라 녹차 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
프리미엄 블렌드 딥라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
리얼 벨지안 카페모카 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
제주 한라봉 감귤차 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
리얼 벨지안 초코 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
페퍼로니 치즈 바게트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
미트볼 칠리 치즈 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
명란 에그 마요 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스크림 사과 타르트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
쌀 촉촉 카스테라 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스크림 꽂힌 티라미스 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블루베리 마스카포네 라운드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
단호박 치즈 라운드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
페스토 햄 모짜렐라 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
올리브 베이컨 치아바타 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
오트밀 치킨 할라피뇨 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
더블 초코 라운드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
딸기 갸토 쇼콜라 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
베이컨 에그 데니쉬 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
블루베리 크림치즈 머핀 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
치킨 크림 리조또 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스파이시 씨푸드 리조또 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
로제 펜네 그라탕 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
멜로한 연유 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
멜로우 크림 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 헤이즐넛 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 초콜릿 밀크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 레드벨벳 라떼 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 다크 쇼콜라 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
유자 플럼 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
시나몬 진저 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
배 도라지 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 레몬 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 자몽 티 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
소시지 치즈 롤 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
고구마 치즈 브레드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
허니 갈릭 부기브레드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스윗 칠리 부기브레드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
아이스 크로칸 슈 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
미니 허니브레드 플레인 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
미니 허니브레드 초코 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
미니 허니브레드 카라멜 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
미니 허니브레드 녹차 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
버터 카야 토스트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스낵의 정석 오리지널 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스낵의 정석 그린애플 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
더치커피 에티오피아 예가체프 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
화이트 렐리쉬 핫도그 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스위트 칠리 포테이토 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
허니버터 시즈닝 포테이토 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
돌돌 말린 소시지도넛 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
치즈 인 치즈 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
골든 크림 메론빵 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
쫄깃한 곡물 호떡 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
스트로베리 요거트무스 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
상큼한 청포도 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
진한 가나슈 쇼콜라 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
진한 마스카포네 티라미수 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
내가찾던 카페모카 가족 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
치즈가 반한 티라미수 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
무지개와 노래하는 뽀로로 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
베리베리 생크림 조각케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
까망베르 초코브라우니케이크 까초 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
노래하는 뽀로로와 친구들 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
시크릿쥬쥬 별의여신 케이크 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
브라운과 코니의 하트시그널 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
시간의정성 진 카스테라 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
제주 녹차 롤케익 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
콰트로 치즈 스콘 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
미니 흑당 카스테라 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
흑당 라떼 카스테라 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
산딸기 듬뿍 롤케익 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
쉬림프 토마토 포카챠 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
3가지 맛 굿모닝샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
치킨 로제 파스타 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
통오트밀빵으로 만든 에그포테이토샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
치즈 불고기 도리아 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
햄치즈 잉글리쉬 머핀 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
모짜렐라 토마토 파스타 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
토마토를 올린 햄치즈크라상 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
또띠아 치킨텐더 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
런치 플러스 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
오리지널 시저 샐러드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
마요 에그 샐러드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
옥수수 감자 샐러드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
코코넛 쉬림프 샐러드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
클래식 시저 샐러드 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
쫄깃한 토종효모빵 햄치즈샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
매콤 닭강정 샌드위치 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
고메 마카롱 토마토바질 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
고메 마카롱 꿀자몽 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
고메 마카롱 망고패션코코 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
초코가 달콤한 시간 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
보스턴 브라우니 타르트 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
잉글리쉬 토피 쿠키 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
다크초콜릿 마카다미아 쿠키 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
크랜베리 월넛 쿠키 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
핑크퐁 아기상어 쿠키 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
핑크퐁 엄마상어 쿠키 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
로투스 안나쿠키 카푸치노 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
로투스 안나쿠키 오렌지 먹고싶다,B-FOODNAME I-FOODNAME E-FOODNAME O
